Genes,ProtDesc,X5_vs_X5H,Diff_Abund,negLog10_sca_adjPval,sca.t,sca.P.Value,AveExpr,count,sca.adj.pval,P.Value,adj.P.Val,logFC
CYB5B,Cytochrome b5 type B,-0.56,Up in X5,3.859,-8.84578033251674,3.22382368148933e-6,22.22,5,1.3822728060414e-4,1.26969335520671e-6,9.39096947844761e-5,-0.56
CUL5,Cullin-5,0.44,Up in X5H,3.832,8.77960766950154,3.46027750312888e-6,18.04,18,1.4729828766916e-4,2.49987497799519e-5,8.4044092299986e-4,0.44
GNG4,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-4,-0.86,Up in X5,3.829,-8.76485292737116,3.51552081992327e-6,17.13,3,1.4839259437595e-4,7.63771023038547e-7,6.38712235020848e-5,-0.86
LGALS1,Galectin-1,0.54,Up in X5H,3.829,8.75940936464213,3.53614260723511e-6,20.43,10,1.4839259437595e-4,1.2236359087101e-5,5.4850406604831e-4,0.54
RBP4,Retinol-binding protein 4,-0.92,Up in X5,3.827,-8.74889376186971,3.57635057006412e-6,21.01,8,1.4902300227513e-4,9.85789211353497e-6,4.6663318108629e-4,-0.92
DDRGK1,DDRGK domain-containing protein 1,-0.44,Up in X5,3.813,-8.71247428795182,3.71947699192482e-6,20.94,11,1.5390311441412e-4,1.63771389122249e-5,6.7294118710857e-4,-0.44
GLT8D1,Glycosyltransferase 8 domain-containing protein 1,-0.47,Up in X5,3.773,-8.62248418560139,4.10042729877096e-6,19.34,12,1.6848769671408e-4,1.86104607635343e-5,7.1972611985511e-4,-0.47
PARVB,Beta-parvin;Beta-parvin;Alpha-parvin,1,Up in X5H,3.769,8.60656656295626,4.17210383108941e-6,16.94,2,1.7025060943831e-4,3.84869670393136e-7,3.85978616901048e-5,1
ATP5F1A,"ATP synthase subunit alpha, mitochondrial",-0.4,Up in X5,3.758,-8.57111352510727,4.33666891186443e-6,24.48,36,1.745582989898e-4,4.65877968321139e-5,0.00117803416177614,-0.4
PSMD2,26S proteasome non-ATPase regulatory subunit 2,0.26,Non-significant,3.758,8.57122113987158,4.33615888549191e-6,21.15,38,1.745582989898e-4,1.6452127288156e-4,0.00231228591838538,0.26
DGAT1,Diacylglycerol O-acyltransferase 1,-0.54,Up in X5,3.758,-8.56376942824377,4.37162917841464e-6,18.82,6,1.7477655303161e-4,4.68762447525802e-6,2.6745149345935e-4,-0.54
AMACR,Alpha-methylacyl-CoA racemase,-0.5,Up in X5,3.757,-8.55417997963825,4.41773789080731e-6,19.06,13,1.7500070804379e-4,2.06143560143937e-5,7.6234465335729e-4,-0.5
COTL1,Coactosin-like protein,0.63,Up in X5H,3.757,8.55033200580301,4.43638773137891e-6,19.21,8,1.7500070804379e-4,1.11700755618273e-5,5.1384652727926e-4,0.63
ACOT1,Acyl-coenzyme A thioesterase 1,-0.45,Up in X5,3.756,-8.5370184225461,4.50157441158015e-6,23.13,30,1.752356302192e-4,3.65721273160362e-5,0.00103046322537613,-0.45
BDH1,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial",-0.8,Up in X5,3.756,-8.54199398225718,4.47709231340795e-6,20.81,12,1.752356302192e-4,1.51609700074051e-5,6.453774067181e-4,-0.8
GAL3ST1,Galactosylceramide sulfotransferase,2.17,Up in X5H,3.75,8.51677204852081,4.6027005998131e-6,15.15,4,1.7800117286989e-4,1.12026706133217e-5,5.1384652727926e-4,2.17
DAP3,"28S ribosomal protein S29, mitochondrial",-0.28,Non-significant,3.748,-8.50266522549242,4.67461294321904e-6,19.95,21,1.7844957925823e-4,9.37254521400662e-5,0.00176615764430819,-0.28
DYNC1H1,Cytoplasmic dynein 1 heavy chain 1,0.46,Up in X5H,3.748,8.50326023294456,4.67155534047856e-6,20.44,181,1.7844957925823e-4,3.11964646633008e-5,9.2128135129427e-4,0.46
F5,Coagulation factor V,2.41,Up in X5H,3.731,8.4492106844491,4.95834146723774e-6,17.94,20,1.8568674975725e-4,1.46517682580394e-5,6.3280666264831e-4,2.41
GOPC,Golgi-associated PDZ and coiled-coil motif-containing protein,0.62,Up in X5H,3.731,8.4602181260023,4.89842694906985e-6,17.63,11,1.8568674975725e-4,1.70139411040934e-5,6.8953075008849e-4,0.62
SOAT2,Sterol O-acyltransferase 2,-0.96,Up in X5,3.731,-8.45082250666494,4.94951884312246e-6,17.11,2,1.8568674975725e-4,3.63492064293328e-7,3.70824576624762e-5,-0.96
ATP5MG,"ATP synthase subunit g, mitochondrial",-0.5,Up in X5,3.731,-8.43148057665411,5.0565215164248e-6,23.06,8,1.8584010959182e-4,1.17106183390412e-5,5.2894449398554e-4,-0.5
FOCAD,Focadhesin,0.71,Up in X5H,3.731,8.43462607516352,5.03895106461718e-6,16.52,8,1.8584010959182e-4,1.29689532827322e-5,5.7266639234273e-4,0.71
HSPA9,"Stress-70 protein, mitochondrial",-0.44,Up in X5,3.731,-8.43145581921315,5.05666007170597e-6,23.44,40,1.8584010959182e-4,4.37729864228545e-5,0.00114099013508383,-0.44
PHB2,Prohibitin-2,-0.35,Non-significant,3.729,-8.41070864990229,5.17422858987463e-6,22.78,22,1.8668238150175e-4,5.71834998785799e-5,0.00132084522161176,-0.35
POR,NADPH--cytochrome P450 reductase,-0.44,Up in X5,3.729,-8.42148950003772,5.11277171558156e-6,22.75,50,1.8668238150175e-4,4.44279291171354e-5,0.00114794784535411,-0.44
PPAT,Amidophosphoribosyltransferase,0.48,Up in X5H,3.729,8.41529994179295,5.1479585160308e-6,18.92,15,1.8668238150175e-4,2.68906865438551e-5,8.6006590421616e-4,0.48
SUOX,"Sulfite oxidase, mitochondrial",-0.4,Up in X5,3.728,-8.40322114574376,5.21738155929965e-6,19.51,13,1.8709846476591e-4,2.90535638883685e-5,8.907250649092e-4,-0.4
PRXL2A,Peroxiredoxin-like 2A,-0.53,Up in X5,3.71,-8.3616659825716,5.46406338633869e-6,21.78,11,1.9476423528292e-4,1.99512505454231e-5,7.4246257532873e-4,-0.53
RDH11,Retinol dehydrogenase 11,-0.49,Up in X5,3.698,-8.330705080568,5.65604921200218e-6,20.21,10,2.0040025860728e-4,1.90728571609848e-5,7.2809094078417e-4,-0.49
SFXN1,Sideroflexin-1,-0.41,Up in X5,3.684,-8.28729089785553,5.93764604508075e-6,21.92,13,2.0694851401674e-4,3.11597801441544e-5,9.2128135129427e-4,-0.41
TBC1D9B,TBC1 domain family member 9B,0.59,Up in X5H,3.684,8.28606847297401,5.94579134406748e-6,16.94,16,2.0694851401674e-4,2.56872484472245e-5,8.4872209844862e-4,0.59
VDAC2,Voltage-dependent anion-selective channel protein 2,-0.36,Non-significant,3.684,-8.28650688358206,5.94286872428898e-6,22.94,22,2.0694851401674e-4,6.1334119711233e-5,0.00135334159074411,-0.36
ACO1,Cytoplasmic aconitate hydratase,0.69,Up in X5H,3.683,8.27793903807792,6.00026796021979e-6,19.58,24,2.0762330713813e-4,2.54847130077848e-5,8.4715194869136e-4,0.69
COX4I1,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",-0.55,Up in X5,3.672,-8.25118481403922,6.18339704212762e-6,22.87,6,2.1271604824575e-4,7.21134383450947e-6,3.7429404797186e-4,-0.55
ADSL,Adenylosuccinate lyase,0.66,Up in X5H,3.671,8.24397232812256,6.23379342816377e-6,19.01,10,2.1321014863841e-4,1.91979122203951e-5,7.2816696543639e-4,0.66
ERP29,Endoplasmic reticulum resident protein 29,-0.41,Up in X5,3.661,-8.21736881935119,6.42355765027069e-6,22.33,15,2.1843787710719e-4,3.80710929858875e-5,0.00104742095735477,-0.41
HSPE1,"10 kDa heat shock protein, mitochondrial",-0.42,Up in X5,3.651,-8.19331444683732,6.60052231158552e-6,25.2,12,2.2317308867229e-4,3.0463328238553e-5,9.1036117771473e-4,-0.42
STOML2,"Stomatin-like protein 2, mitochondrial",-0.39,Up in X5,3.637,-8.15873204506323,6.8642392476473e-6,22.28,19,2.3077104334277e-4,5.19798001523131e-5,0.00127092759298032,-0.39
ATP5F1C,"ATP synthase subunit gamma, mitochondrial",-0.37,Non-significant,3.628,-8.1364787568801,7.03994641366203e-6,21.77,10,2.3534103350078e-4,2.5870462021079e-5,8.4872209844862e-4,-0.37
NCLN,Nicalin,-0.33,Non-significant,3.623,-8.12051212738894,7.16900867249845e-6,19.24,21,2.3830912536614e-4,8.14335369965443e-5,0.0016080427242922,-0.33
MAPK14,Mitogen-activated protein kinase 14,0.98,Up in X5H,3.618,8.10667728007198,7.28290825400463e-6,16.87,5,2.4074283876505e-4,1.28612272116583e-5,5.7217955948407e-4,0.98
SSRP1,FACT complex subunit SSRP1,0.39,Up in X5H,3.617,8.09830651767922,7.35277168268194e-6,20.23,20,2.4170194470238e-4,5.67576018497414e-5,0.00131699894174478,0.39
CAT,Catalase,-0.39,Up in X5,3.613,-8.08148871562873,7.49533449355087e-6,21.27,34,2.4368073735351e-4,6.81128291839194e-5,0.00144452906910843,-0.39
SHMT1,"Serine hydroxymethyltransferase, cytosolic",0.39,Up in X5H,3.613,8.08342793611854,7.47874457685563e-6,18.18,14,2.4368073735351e-4,4.36435977176929e-5,0.00114099013508383,0.39
HECTD3,E3 ubiquitin-protein ligase HECTD3,0.79,Up in X5H,3.603,8.04343967110191,7.82901876182819e-6,17.31,9,2.4952832772013e-4,2.15607115456289e-5,7.7318018312415e-4,0.79
OAT,"Ornithine aminotransferase, mitochondrial",0.42,Up in X5H,3.603,8.04273523996568,7.8353458886809e-6,20.71,25,2.4952832772013e-4,5.6204276509734e-5,0.00131699894174478,0.42
PIPOX,Peroxisomal sarcosine oxidase,-0.42,Up in X5,3.603,-8.04178548481281,7.84388523845602e-6,20.15,16,2.4952832772013e-4,4.62004816333509e-5,0.00117477007122805,-0.42
SCYL1,N-terminal kinase-like protein,0.49,Up in X5H,3.603,8.04530786743607,7.81226553821405e-6,17.76,9,2.4952832772013e-4,2.16952827634545e-5,7.7331920549012e-4,0.49
RCC2,Protein RCC2,0.59,Up in X5H,3.597,8.02618065796043,7.98563943171162e-6,18.68,19,2.5267929688469e-4,3.44866560834158e-5,9.9057060216296e-4,0.59
ABHD12,Lysophosphatidylserine lipase ABHD12,-0.38,Non-significant,3.596,-8.00906934914701,8.14426702513442e-6,18.86,16,2.53629620988e-4,5.47001284473637e-5,0.0012998420081247,-0.38
HS3ST3B1,Heparan sulfate glucosamine 3-O-sulfotransferase 3B1,2.84,Up in X5H,3.596,8.01121435311562,8.12419677773101e-6,15.21,5,2.53629620988e-4,2.11270071564625e-5,7.6692332113367e-4,2.84
IVD,"Isovaleryl-CoA dehydrogenase, mitochondrial",-0.35,Non-significant,3.596,-8.0132469595146,8.10522751046913e-6,21.3,17,2.53629620988e-4,6.70483562810965e-5,0.00143222066467599,-0.35
VPS33B,Vacuolar protein sorting-associated protein 33B,0.8,Up in X5H,3.593,7.9992233448062,8.23708335906168e-6,16.36,11,2.5517707976737e-4,2.49408237169465e-5,8.4044092299986e-4,0.8
ABCC2,Multidrug resistance-associated protein 5;Canalicular multispecific organic anion transporter 1,-0.57,Up in X5,3.59,-7.98843161467105,8.34012940049858e-6,18.08,22,2.5682297503335e-4,3.85037168347301e-5,0.00104989167055806,-0.57
USP9X,Probable ubiquitin carboxyl-terminal hydrolase FAF-X,0.61,Up in X5H,3.59,7.98460302019515,8.37702115623424e-6,18.24,40,2.5682297503335e-4,3.94042651079252e-5,0.00106283310499763,0.61
ADAR,Double-stranded RNA-specific adenosine deaminase,-0.34,Non-significant,3.581,-7.96076540129668,8.61071996477498e-6,19.52,33,2.6262695892563e-4,9.9320253448376e-5,0.0018276442529687,-0.34
AASDHPPT,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,0.53,Up in X5H,3.575,7.94487205227042,8.77044305602045e-6,17.21,7,2.661267259614e-4,1.55344817090774e-5,6.5655377337579e-4,0.53
COPS5,COP9 signalosome complex subunit 5,0.4,Up in X5H,3.57,7.91815565783614,9.04619201432216e-6,18.87,7,2.6897647310926e-4,1.13453188852063e-5,5.1638655264435e-4,0.4
EXOC2,Exocyst complex component 2,0.38,Non-significant,3.57,7.91946746277536,9.03243601223285e-6,17.89,17,2.6897647310926e-4,6.20696472734562e-5,0.00135334159074411,0.38
SIL1,Nucleotide exchange factor SIL1,0.88,Up in X5H,3.57,7.92781880483383,8.94538926011663e-6,17.54,11,2.6897647310926e-4,2.63633083794756e-5,8.4955404961242e-4,0.88
TAGLN2,Transgelin-2,1.59,Up in X5H,3.57,7.92526841394779,8.97187570029792e-6,16.86,4,2.6897647310926e-4,1.86009095702555e-5,7.1972611985511e-4,1.59
COL6A3,Collagen alpha-3(VI) chain,2.4,Up in X5H,3.545,7.85936900496418,9.68648996659825e-6,15.29,12,2.8514906036e-4,2.64184460247905e-5,8.4955404961242e-4,2.4
EIF3A,Eukaryotic translation initiation factor 3 subunit A,0.36,Non-significant,3.545,7.86069927272224,9.67147124635724e-6,19.88,48,2.8514906036e-4,1.0021756405309e-4,0.0018276442529687,0.36
MCCC2,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",-0.45,Up in X5,3.543,-7.85055673715408,9.7866187377408e-6,19.89,24,2.8667041124362e-4,5.89985475276334e-5,0.00133338914315173,-0.45
PTPN11,Tyrosine-protein phosphatase non-receptor type 11,0.48,Up in X5H,3.539,7.83827733510967,9.92801092733457e-6,17.88,8,2.893795106258e-4,2.19532995317413e-5,7.7783037921744e-4,0.48
ETFB,Electron transfer flavoprotein subunit beta,-0.3,Non-significant,3.533,-7.82387053620354,1.009671742298e-5,23.35,22,2.9285429897927e-4,1.2894410067258e-4,0.00199206852135687,-0.3
HADH,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",-0.38,Up in X5,3.527,-7.80654048697668,1.03037683175375e-5,21.56,9,2.9740193724326e-4,2.80986237401305e-5,8.7046888309084e-4,-0.38
TUFM,"Elongation factor Tu, mitochondrial",-0.32,Non-significant,3.524,-7.79689520454217,1.04209875740748e-5,23.68,36,2.9932516250388e-4,1.3259150403748e-4,0.00203249722639842,-0.32
MMUT,"Methylmalonyl-CoA mutase, mitochondrial",-0.53,Up in X5,3.519,-7.78327494746329,1.05889735691023e-5,19.8,22,3.0268094979892e-4,5.00376430815759e-5,0.00123363639214035,-0.53
SCCPDH,Saccharopine dehydrogenase-like oxidoreductase,-0.33,Non-significant,3.504,-7.74902359498259,1.10244735239345e-5,20.55,12,3.1361447039e-4,5.82942144363348e-5,0.00133338914315173,-0.33
SEPTIN9,Septin-9,0.33,Non-significant,3.496,7.72966032632656,1.12791989486628e-5,21.4,27,3.1932545540305e-4,1.2406426672221e-4,0.00196023026255285,0.33
ANPEP,Aminopeptidase N,-0.29,Non-significant,3.487,-7.70465911365128,1.16175309499818e-5,21.48,43,3.26210073633e-4,1.9093163598168e-4,0.00247942098707241,-0.29
CCDC93,Coiled-coil domain-containing protein 93,0.56,Up in X5H,3.487,7.70326023455146,1.16367823349058e-5,17.34,10,3.26210073633e-4,3.446547653323e-5,9.9057060216296e-4,0.56
ETFDH,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",-0.54,Up in X5,3.487,-7.69956730525448,1.16877700879157e-5,19.44,11,3.26210073633e-4,3.7933604671172e-5,0.00104742095735477,-0.54
ARRB1,Beta-arrestin-1,0.65,Up in X5H,3.486,7.6930777789504,1.17779552028852e-5,18.9,9,3.2624230742863e-4,3.12958512100978e-5,9.2128135129427e-4,0.65
HMOX2,Heme oxygenase 2,-0.5,Up in X5,3.486,-7.69155700633142,1.17991978688066e-5,19.26,9,3.2624230742863e-4,3.14945942539751e-5,9.2254214950876e-4,-0.5
ACAD11,Acyl-CoA dehydrogenase family member 11,-0.49,Up in X5,3.468,-7.6511316849649,1.23793073926382e-5,19.78,11,3.4069005508018e-4,4.17438106604296e-5,0.00110267021284715,-0.49
AMDHD1,Probable imidazolonepropionase,1.37,Up in X5H,3.466,7.64177402655286,1.25179324060891e-5,14.26,1,3.4211094063432e-4,4.69659485921415e-6,2.6745149345935e-4,1.37
GHDC,GH3 domain-containing protein,-0.43,Up in X5,3.466,-7.63985461104925,1.25465732833612e-5,18.12,10,3.4211094063432e-4,3.97001710182265e-5,0.00106292267834772,-0.43
XPO7,Exportin-7,0.51,Up in X5H,3.465,7.63475031351812,1.26230825424261e-5,18.68,25,3.4261825414465e-4,6.19188738877608e-5,0.00135334159074411,0.51
IPO4,Importin-4,0.41,Up in X5H,3.457,7.61444256533917,1.29325027508847e-5,17.92,17,3.4941378436979e-4,7.10501569104737e-5,0.0014751009769799,0.41
ACOX2,Peroxisomal acyl-coenzyme A oxidase 2,-0.51,Up in X5,3.456,-7.60711179004223,1.30462007600128e-5,19.43,25,0.00035000935284105003,6.28904958185662e-5,0.00136308814563537,-0.51
SUPT16H,FACT complex subunit SPT16,0.33,Non-significant,3.456,7.60540338294133,1.30728522862723e-5,19.47,26,0.00035000935284105003,1.2557754027167e-4,0.00196053378835751,0.33
CRAT,Carnitine O-acetyltransferase,-0.37,Non-significant,3.455,-7.59952830420032,1.31649541213693e-5,20.14,16,3.5088753845109e-4,8.09828559743351e-5,0.0016080427242922,-0.37
PFAS,Phosphoribosylformylglycinamidine synthase,0.54,Up in X5H,3.455,7.59517989808758,1.32335735694111e-5,18.68,28,3.5113477493365e-4,6.11249679215499e-5,0.00135334159074411,0.54
PLOD2,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",0.37,Non-significant,3.448,7.57948887289168,1.34844105564911e-5,20.64,28,3.5619311278016e-4,1.0924886891111e-4,0.00189013320861717,0.37
MAPRE2,Microtubule-associated protein RP/EB family member 2,0.52,Up in X5H,3.441,7.56266938928903,1.37589948260851e-5,18.32,10,3.6183098838198e-4,4.06939414042152e-5,0.00108268228191339,0.52
ECHS1,"Enoyl-CoA hydratase, mitochondrial",-0.35,Non-significant,3.44,-7.54853467212692,1.39944156345663e-5,22.41,17,3.6328088532158e-4,9.48552788866248e-5,0.00177613507965873,-0.35
HSPA12A,Heat shock 70 kDa protein 12A,0.71,Up in X5H,3.44,7.53945115012554,1.41479975246657e-5,16.21,10,3.6328088532158e-4,3.93367987308706e-5,0.00106283310499763,0.71
HTRA2,"Serine protease HTRA2, mitochondrial",-0.43,Up in X5,3.44,-7.54748996853041,1.40119873392284e-5,20.02,13,3.6328088532158e-4,5.86768698016981e-5,0.00133338914315173,-0.43
NDUFA9,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",-0.32,Non-significant,3.44,-7.53742483367449,1.41825054097153e-5,21.16,18,3.6328088532158e-4,1.1500703132049e-4,0.00192724316711987,-0.32
PTGR1,Prostaglandin reductase 1,0.45,Up in X5H,3.44,7.53889664270272,1.41574316978783e-5,19.53,14,3.6328088532158e-4,6.08479134137247e-5,0.00135334159074411,0.45
VWA8,von Willebrand factor A domain-containing protein 8,-0.35,Non-significant,3.44,-7.5531698729999,1.3916738697962e-5,18.33,45,3.6328088532158e-4,1.3316210685793e-4,0.00203255936815183,-0.35
ENTPD5,Ectonucleoside triphosphate diphosphohydrolase 5,-0.46,Up in X5,3.438,-7.52960830262903,1.431647291933e-5,19.2,12,3.6513176837791e-4,5.29565656765078e-5,0.00128419671765531,-0.46
HOOK3,Protein Hook homolog 3,0.64,Up in X5H,3.435,7.52090798477591,1.44671947707029e-5,16.73,11,3.6739223801823e-4,4.3068727050199e-5,0.0011326118131379,0.64
TMF1,TATA element modulatory factor,-0.5,Up in X5,3.435,-7.51725833854927,1.45309290233948e-5,17.45,14,3.6743379073259e-4,5.66620280768801e-5,0.00131699894174478,-0.5
FSCN1,Fascin,0.58,Up in X5H,3.421,7.48755172523097,1.50611062000313e-5,19.82,20,3.792194271727e-4,5.90413985982343e-5,0.00133338914315173,0.58
CDK5RAP3,CDK5 regulatory subunit-associated protein 3,-0.31,Non-significant,3.408,-7.45955358745932,1.55799291305581e-5,19.82,19,3.9062051129454e-4,1.3925446538761e-4,0.00208599663721138,-0.31
RRBP1,Ribosome-binding protein 1,-0.31,Non-significant,3.397,-7.43238086191488,1.61019289962674e-5,22.82,75,4.0043463359092e-4,1.9469687472271e-4,0.00249094006497082,-0.31
SERPINI1,Neuroserpin,-0.64,Up in X5,3.397,-7.43213605456354,1.61067167136455e-5,18.68,7,4.0043463359092e-4,3.24594466277208e-5,9.4612091475972e-4,-0.64
GAPVD1,GTPase-activating protein and VPS9 domain-containing protein 1,0.47,Up in X5H,3.388,7.40659193140827,1.6614822517117e-5,18.24,15,4.0962460347409e-4,6.90871279051537e-5,0.00145903340486256,0.47
USP34,Ubiquitin carboxyl-terminal hydrolase 34,0.62,Up in X5H,3.388,7.40762760962235,1.65938887488837e-5,16.31,11,4.0962460347409e-4,4.90118999004379e-5,0.00121850172987769,0.62
HKDC1,Hexokinase HKDC1,-0.39,Up in X5,3.384,-7.3924674248425,1.69031756539896e-5,20.69,32,4.1295514947084e-4,1.1530236287991e-4,0.00192724316711987,-0.39
MRPL45,"39S ribosomal protein L45, mitochondrial",-0.37,Non-significant,3.384,-7.38974910561277,1.69592870240687e-5,20.66,9,4.1295514947084e-4,4.41473663486755e-5,0.00114570160826804,-0.37
PYCR3,Pyrroline-5-carboxylate reductase 3,1.52,Up in X5H,3.384,7.39251906418275,1.69021116572387e-5,15.04,3,4.1295514947084e-4,2.75273479370598e-5,8.6435865040279e-4,1.52
ERMP1,Endoplasmic reticulum metallopeptidase 1,-0.3,Non-significant,3.375,-7.36655660770202,1.74462720044706e-5,20.62,28,4.2134527122633e-4,1.9095358999346e-4,0.00247942098707241,-0.3
NLRX1,NLR family member X1,-0.48,Up in X5,3.375,-7.36891804454806,1.73960051146996e-5,17.43,19,4.2134527122633e-4,7.70253696403568e-5,0.00155611778601705,-0.48
ROCK1,Rho-associated protein kinase 2;Rho-associated protein kinase 1,0.48,Up in X5H,3.365,7.34297984929854,1.79568143810175e-5,18.06,12,4.3191248248975e-4,6.22120859696465e-5,0.00135334159074411,0.48
SEPTIN7,Septin-7,0.39,Up in X5H,3.361,7.33302658067815,1.81771615121469e-5,19.79,18,4.3544236707438e-4,1.0150561266075e-4,0.00183112411620031,0.39
MYH9,Myosin-9;Myosin-9;Myosin-9;Myosin-9;Myosin-10;Myosin-10;Myosin-10,0.58,Up in X5H,3.357,7.31975015726892,1.84756251339287e-5,19.31,10,4.3903724464841e-4,5.15220576942189e-5,0.00126496271940537,0.58
RMND1,Required for meiotic nuclear division protein 1 homolog,-0.42,Up in X5,3.357,-7.32129122219222,1.84407114521937e-5,18.53,12,4.3903724464841e-4,6.97233786419432e-5,0.00146295472136304,-0.42
NSDHL,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",-0.49,Up in X5,3.351,-7.3044973606031,1.88250535259732e-5,21.54,20,4.4555136685273e-4,8.17611953138935e-5,0.0016080427242922,-0.49
AK3,"GTP:AMP phosphotransferase AK3, mitochondrial",-0.38,Up in X5,3.35,-7.29898430724547,1.89530997651696e-5,23.7,23,4.4679478609764e-4,1.209499038856e-4,0.00194502308806879,-0.38
GNS,N-acetylglucosamine-6-sulfatase,-0.44,Up in X5,3.35,-7.29356828721668,1.90798067669177e-5,20.01,8,4.4705000847332e-4,3.95172018082605e-5,0.00106283310499763,-0.44
TST,Thiosulfate sulfurtransferase,-0.41,Up in X5,3.35,-7.29206943246675,1.91150333181935e-5,21.8,19,4.4705000847332e-4,1.001675644714e-4,0.0018276442529687,-0.41
MDH2,"Malate dehydrogenase, mitochondrial",-0.41,Up in X5,3.348,-7.28628711911689,1.92515892489396e-5,23.72,22,4.4847107711014e-4,1.0724231858564e-4,0.00187162953208655,-0.41
INPP5D,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1",0.62,Up in X5H,3.345,7.27664529347638,1.94816356283108e-5,15.85,5,4.520503451479e-4,1.94399264816141e-5,7.3264996810006e-4,0.62
MAT2B,Methionine adenosyltransferase 2 subunit beta,0.48,Up in X5H,3.339,7.26337851504058,1.98030256444868e-5,19.79,14,4.5771290132198e-4,7.4322420647324e-5,0.00151643366541454,0.48
NDUFS1,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",-0.24,Non-significant,3.334,-7.25022883804629,2.01272236018565e-5,21.43,30,4.6339603911355e-4,3.8571208183804e-4,0.00359023391336924,-0.24
FAM3C,Protein FAM3C,-0.49,Up in X5,3.331,-7.23113892146597,2.0608094257794e-5,19.23,6,4.6642229013419e-4,2.23232315035124e-5,7.8157728287741e-4,-0.49
NDUFA10,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",-0.3,Non-significant,3.331,-7.2386147191844,2.04183219109532e-5,21.1,13,4.6642229013419e-4,1.1821934847864e-4,0.00194350688347124,-0.3
