"Genes","ProtDesc","logFC","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val"
"RANGAP1","Ran GTPase-activating protein 1",-0.44,"Up in X3H",5.476,-13.1867526775606,7.97072405040111e-08,19.42,20,3.34487760327825e-06,1.60292047149453e-06,4.04414828807962e-05
"NPC2","NPC intracellular cholesterol transporter 2",-0.9,"Up in X3H",5.471,-13.1588168477139,8.13913198362814e-08,20.73,10,3.37822190940456e-06,3.82378965619635e-07,1.75390413920262e-05
"RPL7","60S ribosomal protein L7",-0.41,"Up in X3H",5.471,-13.1546848126003,8.16436932642982e-08,22.49,18,3.37822190940456e-06,1.8068485687908e-06,4.39963908705151e-05
"EIF3I","Eukaryotic translation initiation factor 3 subunit I",-0.41,"Up in X3H",5.469,-13.1381280805874,8.26635306332037e-08,20.1,14,3.39633370208736e-06,1.24239169849705e-06,3.54065719399652e-05
"MCCC2","Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",-0.38,"Non-significant",5.469,-13.1198843547177,8.38034004571159e-08,19.85,24,3.39633370208736e-06,2.99505383375223e-06,6.26925837693729e-05
"SNRPC","U1 small nuclear ribonucleoprotein C",-1.89,"Up in X3H",5.469,-13.1253649820818,8.34591789050685e-08,18.64,2,3.39633370208736e-06,6.54449720097757e-08,6.45396498969738e-06
"LARP1","La-related protein 1",-0.75,"Up in X3H",5.463,-13.0933688126076,8.54907781225392e-08,18.47,18,3.441149211912e-06,6.3725411690808e-07,2.38647633528171e-05
"DAZAP1","DAZ-associated protein 1",-0.77,"Up in X3H",5.456,-13.0447110825538,8.86844507191065e-08,20.47,9,3.49830596603302e-06,3.67143387118674e-07,1.71054127683559e-05
"DHX30","ATP-dependent RNA helicase DHX30",-0.38,"Non-significant",5.456,-13.051504897958,8.82308210989141e-08,19.2,43,3.49830596603302e-06,3.87511436431883e-06,7.44390434757174e-05
"DNMT1","DNA (cytosine-5)-methyltransferase 1",-0.94,"Up in X3H",5.456,-13.0513729348164,8.82396082624308e-08,16.65,19,3.49830596603302e-06,5.53056950436925e-07,2.19626709780892e-05
"CCT8","T-complex protein 1 subunit theta",-0.36,"Non-significant",5.455,-13.0310902820928,8.96016073099295e-08,22.64,31,3.5110775526679e-06,3.96498681761782e-06,7.47160095536454e-05
"CDC73","Parafibromin",-0.49,"Up in X3H",5.451,-13.0122331915247,9.08884694032395e-08,18.61,20,3.53807285170374e-06,1.32991763744066e-06,3.64000148125863e-05
"DDX56","Probable ATP-dependent RNA helicase DDX56",-0.54,"Up in X3H",5.45,-13.000443722785,9.1703250419115e-08,18.23,14,3.54645838385558e-06,8.39718214106676e-07,2.7798400329395e-05
"UTP18","U3 small nucleolar RNA-associated protein 18 homolog",-0.72,"Up in X3H",5.439,-12.9565190162266,9.48098040316843e-08,18.23,8,3.64278967828231e-06,3.09563091689108e-07,1.52640401127038e-05
"CLPX","ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",-0.63,"Up in X3H",5.423,-12.899485180868,9.90159909675723e-08,18.64,21,3.77416821690894e-06,9.53488600914498e-07,3.01700109711823e-05
"LMAN1","Protein ERGIC-53",0.5,"Up in X5H",5.423,12.8930283398042,9.95048575017399e-08,21.77,18,3.77416821690894e-06,1.26157541208946e-06,3.5546389111111e-05
"RPS8","40S ribosomal protein S8",-0.46,"Up in X3H",5.421,-12.8781394918335,1.00642200332513e-07,22.83,18,3.7929929896018e-06,1.51587260019783e-06,3.95128553981081e-05
"PDIA5","Protein disulfide-isomerase A5",0.35,"Non-significant",5.418,12.8594578186581,1.02089373352719e-07,20.51,24,3.82318241853189e-06,4.13077947307755e-06,7.58640783709095e-05
"ZNF326","DBIRD complex subunit ZNF326",-0.6,"Up in X3H",5.408,-12.8235574824139,1.04934518628367e-07,19,9,3.90501601713238e-06,4.14598912592374e-07,1.81902345356185e-05
"RCC2","Protein RCC2",-0.58,"Up in X3H",5.393,-12.7693972619836,1.09391753388198e-07,19.27,19,4.04544377998728e-06,1.10653625105893e-06,3.30675504925034e-05
"TBC1D9B","TBC1 domain family member 9B",0.61,"Up in X5H",5.38,12.7227646567442,1.13395166060465e-07,16.93,16,4.16744843217248e-06,9.50153532552216e-07,3.01700109711823e-05
"LBR","Delta(14)-sterol reductase LBR",-0.43,"Up in X3H",5.37,-12.6856110440566,1.16699215364077e-07,20.49,12,4.26240282289657e-06,1.05360449039397e-06,3.21349369570162e-05
"BAAT","Bile acid-CoA:amino acid N-acyltransferase",2.21,"Up in X5H",5.366,12.6658925370035,1.18495300639818e-07,16.64,9,4.30145210972884e-06,5.00354229788168e-07,2.07034683752209e-05
"PDZK1","Na(+)/H(+) exchange regulatory cofactor NHE-RF3",1.01,"Up in X5H",5.361,12.6386219852739,1.21029131398054e-07,18.44,12,4.35446002020573e-06,5.95032815316006e-07,2.2862397196265e-05
"RAB7A","Ras-related protein Rab-7a",-0.45,"Up in X3H",5.361,-12.6343922999699,1.21427396203134e-07,21.29,17,4.35446002020573e-06,1.69613002716012e-06,4.19916375343365e-05
"CORO1C","Coronin-1C",-0.46,"Up in X3H",5.354,-12.5912247404722,1.25574757531114e-07,19.96,16,4.42277285899763e-06,1.60617685938603e-06,4.04414828807962e-05
"GNS","N-acetylglucosamine-6-sulfatase",-0.51,"Up in X3H",5.354,-12.5956853433423,1.2513912781995e-07,20.05,8,4.42277285899763e-06,3.07856558322861e-07,1.52640401127038e-05
"STAM","Signal transducing adapter molecule 2;Signal transducing adapter molecule 1",-1.18,"Up in X3H",5.354,-12.5919167810548,1.25507063486951e-07,16.62,4,4.42277285899763e-06,1.52381164115253e-07,1.07739200293822e-05
"BYSL","Bystin",-0.73,"Up in X3H",5.351,-12.5588884046448,1.28782663419082e-07,18.16,8,4.45618140029653e-06,4.18095639148913e-07,1.81902345356185e-05
"CPT1A","Carnitine O-palmitoyltransferase 1, liver isoform",0.7,"Up in X5H",5.351,12.5608241982276,1.28588130407258e-07,20.72,19,4.45618140029653e-06,9.77720194904723e-07,3.07583479062416e-05
"NUP50","Nuclear pore complex protein Nup50",-1.27,"Up in X3H",5.351,-12.5683691913882,1.27832966679883e-07,17.1,11,4.45618140029653e-06,5.75522446220613e-07,2.24037257518906e-05
"DDX54","ATP-dependent RNA helicase DDX54",-0.49,"Up in X3H",5.345,-12.5331526257907,1.31399641057259e-07,19.14,23,4.52030044265001e-06,1.8701161609695e-06,4.51652135692104e-05
"RBM39","RNA-binding protein 39",-0.39,"Up in X3H",5.337,-12.5027198018095,1.34569316604411e-07,20.47,12,4.60258177079942e-06,1.34788091131162e-06,3.65844557441783e-05
"ABCF1","ATP-binding cassette sub-family F member 1",-0.37,"Non-significant",5.337,-12.4866432912661,1.3627731256744e-07,20.42,26,4.60773061978023e-06,4.34813653717798e-06,7.74937466580786e-05
"RPS12","40S ribosomal protein S12",-0.59,"Up in X3H",5.337,-12.4894918936291,1.35972957225043e-07,21.83,7,4.60773061978023e-06,2.36248982677091e-07,1.37047571617681e-05
"LACTB","Serine beta-lactamase-like protein LACTB, mitochondrial",0.44,"Up in X5H",5.332,12.4664557239132,1.38455631530459e-07,19.23,17,4.65478393048706e-06,1.95112334618349e-06,4.65516001587409e-05
"RPS9","40S ribosomal protein S9",-0.37,"Non-significant",5.311,-12.3975514644574,1.46181404772547e-07,22.73,21,4.88675351434553e-06,3.72035678235389e-06,7.19390558208758e-05
"CCAR1","Cell division cycle and apoptosis regulator protein 1",-0.44,"Up in X3H",5.284,-12.3075753305902,1.56985734705783e-07,19.27,16,5.20234330913283e-06,1.99407537710805e-06,4.73853172945715e-05
"POLDIP3","Polymerase delta-interacting protein 3",-0.91,"Up in X3H",5.284,-12.3044181096839,1.57380336713669e-07,17.33,10,5.20234330913283e-06,6.87297803037613e-07,2.44984403649009e-05
"ITGB5","Integrin beta-5",-1.27,"Up in X3H",5.255,-12.2119307325913,1.69433397682486e-07,19.52,9,5.56273052121637e-06,6.83782655242946e-07,2.44984403649009e-05
"MVP","Major vault protein",-0.7,"Up in X3H",5.255,-12.1996866309655,1.71103085154872e-07,17.81,24,5.56273052121637e-06,1.3017012470044e-06,3.61604050634979e-05
"POLDIP2","Polymerase delta-interacting protein 2",-0.49,"Up in X3H",5.255,-12.2029624972944,1.70654615763307e-07,19.02,13,5.56273052121637e-06,1.37814914615346e-06,3.72351986200459e-05
"HS2ST1","Heparan sulfate 2-O-sulfotransferase 1",-0.87,"Up in X3H",5.255,-12.1924425317524,1.72099377996617e-07,17.98,9,5.56454655522397e-06,6.80305255190749e-07,2.44984403649009e-05
"RBM17","Splicing factor 45",-0.73,"Up in X3H",5.249,-12.1695277495392,1.7529275305043e-07,18.66,13,5.6369957597793e-06,9.82478917404033e-07,3.07583479062416e-05
"DDX52","Probable ATP-dependent RNA helicase DDX52",-0.58,"Up in X3H",5.248,-12.1560511590509,1.77200956999026e-07,18.64,12,5.64946730498215e-06,1.07854856128571e-06,3.23947808991247e-05
"TRIM24","Transcription intermediary factor 1-alpha",-0.5,"Up in X3H",5.248,-12.1533219267408,1.77590150198864e-07,17.78,12,5.64946730498215e-06,1.22143783481141e-06,3.52548666759956e-05
"CRAT","Carnitine O-acetyltransferase",0.41,"Up in X5H",5.242,12.1289092084637,1.81113181912921e-07,19.75,16,5.73073100202543e-06,2.58933960424594e-06,5.7382481042409e-05
"DDX18","ATP-dependent RNA helicase DDX18",-0.67,"Up in X3H",5.234,-12.0995324330275,1.85453913648847e-07,19.78,17,5.83686599500121e-06,1.29997553658637e-06,3.61604050634979e-05
"ACSF2","Medium-chain acyl-CoA ligase ACSF2, mitochondrial",0.62,"Up in X5H",5.219,12.0519231587843,1.92731421723907e-07,19.81,24,6.03381916582201e-06,1.68479809272777e-06,4.18863458599589e-05
"SLC1A5","Neutral amino acid transporter B(0)",-0.59,"Up in X3H",5.215,-12.0331880983143,1.95680098915453e-07,20.25,10,6.09389023833017e-06,8.96002459031298e-07,2.91299260993857e-05
"LAMP1","Lysosome-associated membrane glycoprotein 1",-0.59,"Up in X3H",5.213,-12.0196293128511,1.97844751112999e-07,22.62,9,6.12904393892992e-06,7.41108119871683e-07,2.62308041792045e-05
"CSTB","Cystatin-B",0.9,"Up in X5H",5.165,11.8787572924204,2.21945704193257e-07,21.04,8,6.83985797766408e-06,7.64588791851513e-07,2.63027434964267e-05
"BLVRB","Flavin reductase (NADPH)",0.62,"Up in X5H",5.163,11.8658106200288,2.24316252294731e-07,19.42,10,6.8770946364141e-06,1.00118976060345e-06,3.11791569131084e-05
"EIF4B","Eukaryotic translation initiation factor 4B",-0.92,"Up in X3H",5.159,-11.8495612540395,2.27330652353348e-07,20.54,12,6.93358489677711e-06,1.05967081252086e-06,3.21542163983895e-05
"TST","Thiosulfate sulfurtransferase",0.43,"Up in X5H",5.155,11.8319941903817,2.30639234286649e-07,21.38,19,6.99842230396975e-06,3.16396045808788e-06,6.52305018484529e-05
"FSCN1","Fascin",-0.6,"Up in X3H",5.142,-11.7876601959064,2.39224761361883e-07,20.42,20,7.20370562855319e-06,1.91541688695541e-06,4.58847033203044e-05
"SERBP1","Plasminogen activator inhibitor 1 RNA-binding protein",-0.71,"Up in X3H",5.142,-11.7845528347295,2.39839447156495e-07,20.48,17,7.20370562855319e-06,1.50051082276373e-06,3.94601001701912e-05
"PRPF4","U4/U6 small nuclear ribonucleoprotein Prp4",-0.34,"Non-significant",5.139,-11.7682630106063,2.43090121982961e-07,18.46,17,7.26446591804635e-06,5.29336658887667e-06,8.9145280228532e-05
"WDR36","WD repeat-containing protein 36",-0.37,"Non-significant",5.137,-11.7574869930933,2.45266870229046e-07,18.89,19,7.29268377459933e-06,4.8600413053237e-06,8.37713516148264e-05
"CBR1","Carbonyl reductase [NADPH] 3;Carbonyl reductase [NADPH] 1",0.55,"Up in X5H",5.134,11.7439811727902,2.4802507742289e-07,20.34,11,7.3378219155562e-06,1.31513909207717e-06,3.63629813449561e-05
"EIF4G2","Eukaryotic translation initiation factor 4 gamma 2",-0.39,"Up in X3H",5.133,-11.7334104209095,2.50207453539986e-07,18.99,22,7.36555971440845e-06,4.87113998846457e-06,8.37713516148264e-05
"RFC5","Replication factor C subunit 5",-0.64,"Up in X3H",5.126,-11.708706141154,2.55389785107976e-07,18.3,6,7.48089781427671e-06,2.88434610539565e-07,1.46272803944411e-05
"C3","Complement C3",0.44,"Up in X5H",5.12,11.6842515766454,2.60635119112557e-07,22.39,101,7.58995135932695e-06,4.58800139269844e-06,8.06464428903205e-05
"PAH","Phenylalanine-4-hydroxylase",-0.7,"Up in X3H",5.12,-11.6794523774243,2.61678228376322e-07,18.26,12,7.58995135932695e-06,1.33493378643421e-06,3.64000148125863e-05
"CTTN","Src substrate cortactin",-0.43,"Up in X3H",5.105,-11.6324952963407,2.72127787602814e-07,20.69,20,7.85158671248036e-06,3.77028666012459e-06,7.26670559216847e-05
"MTERF3","Transcription termination factor 3, mitochondrial",-0.76,"Up in X3H",5.105,-11.6271207009807,2.7335252032634e-07,17.24,8,7.85158671248036e-06,8.79150978072735e-07,2.87399797638474e-05
"RPS2","40S ribosomal protein S2",-0.36,"Non-significant",5.094,-11.5863998988917,2.8282922248833e-07,22.38,17,8.0459903292662e-06,4.88442053525691e-06,8.37713516148264e-05
"SLC39A14","Metal cation symporter ZIP14",-1.01,"Up in X3H",5.094,-11.586353221252,2.82840288742162e-07,19.24,5,8.0459903292662e-06,4.97443074153778e-07,2.07034683752209e-05
"RPL4","60S ribosomal protein L4",-0.4,"Up in X3H",5.094,-11.5782185674529,2.84776061776127e-07,22.39,21,8.06229644750882e-06,4.64446576105132e-06,8.1065793239353e-05
"DHX33","ATP-dependent RNA helicase DHX33",-0.51,"Up in X3H",5.091,-11.5494438934827,2.91740150427644e-07,17.5,11,8.11391946879153e-06,1.58382908393653e-06,4.03944684898812e-05
"METAP2","Methionine aminopeptidase 2",-0.64,"Up in X3H",5.091,-11.5480399649188,2.92084645403514e-07,16.83,9,8.11391946879153e-06,1.07248312309687e-06,3.23769522416541e-05
"SRXN1","Sulfiredoxin-1",-0.75,"Up in X3H",5.091,-11.5536098569311,2.9072051208711e-07,19.08,11,8.11391946879153e-06,1.32264758891345e-06,3.64000148125863e-05
"ZYX","Zyxin",-0.74,"Up in X3H",5.091,-11.5533966415956,2.9077260313465e-07,18.32,8,8.11391946879153e-06,9.21445362022609e-07,2.9793400038731e-05
"APOA5","Apolipoprotein A-V",1.14,"Up in X5H",5.089,11.5341120293322,2.95526379534237e-07,19.25,11,8.14495318617734e-06,1.23066227459503e-06,3.53486829066933e-05
"SLC3A2","4F2 cell-surface antigen heavy chain",-0.45,"Up in X3H",5.089,-11.5323904225946,2.95954864801103e-07,20.6,28,8.14495318617734e-06,4.18197623846546e-06,7.60425594032358e-05
"PKP3","Plakophilin-3",-0.47,"Up in X3H",5.083,-11.510002773921,3.01588909520138e-07,18.24,23,8.26158137791971e-06,3.65753188014471e-06,7.12346633193774e-05
"SLC2A1","Solute carrier family 2, facilitated glucose transporter member 1",-0.73,"Up in X3H",5.071,-11.4728349259995,3.11202231138756e-07,23.73,5,8.48563871727198e-06,2.33416974384314e-07,1.36745370042771e-05
"ZNF638","Zinc finger protein 638",-0.52,"Up in X3H",5.068,-11.4591660817064,3.14821154776926e-07,18.33,25,8.54493932483976e-06,3.14770358414601e-06,6.5122245130741e-05
"CYBA","Cytochrome b-245 light chain",-0.76,"Up in X3H",5.068,-11.4517066113546,3.16815416960526e-07,19.72,4,8.55980284089238e-06,6.4259872437368e-08,6.4445028002018e-06
"DDX3X","ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y",-0.58,"Up in X3H",5.046,-11.3882325095889,3.34352562922497e-07,19.94,21,8.99256415823824e-06,2.66617947433387e-06,5.82132249063967e-05
"SNRNP40","U5 small nuclear ribonucleoprotein 40 kDa protein",-0.59,"Up in X3H",5.044,-11.3771954008802,3.37508526135032e-07,19.41,14,9.03637081059268e-06,2.08280666981772e-06,4.89046312115534e-05
"HDHD3","Haloacid dehalogenase-like hydrolase domain-containing protein 3",0.47,"Up in X5H",5.041,11.3637301622878,3.41402801770747e-07,20.35,12,9.09946116251131e-06,2.21149601967534e-06,5.09160387098016e-05
"BMS1","Ribosome biogenesis protein BMS1 homolog",-0.54,"Up in X3H",5.039,-11.3495934056507,3.45544013878443e-07,19.93,20,9.14963987378915e-06,2.90381088243679e-06,6.13637463977803e-05
"PTGES3","Prostaglandin E synthase 3",-0.53,"Up in X3H",5.039,-11.3415506394998,3.47924450160987e-07,21.56,10,9.14963987378915e-06,1.52539631826779e-06,3.95453086357191e-05
"TBL3","Transducin beta-like protein 3",-0.45,"Up in X3H",5.039,-11.342888938163,3.47527115220128e-07,19.94,27,9.14963987378915e-06,4.67671356906776e-06,8.11498949799822e-05
"SDAD1","Protein SDA1 homolog",-1.01,"Up in X3H",5.036,-11.328872615952,3.51713139580518e-07,17.15,8,9.20834799512357e-06,1.20961882340956e-06,3.50848753829136e-05
"FTCD","Formimidoyltransferase-cyclodeaminase",0.48,"Up in X5H",5.034,11.3148354268335,3.55960492447919e-07,20.16,26,9.25625833221272e-06,4.08647563154354e-06,7.55864912209749e-05
"MTHFD1L","Monofunctional C1-tetrahydrofolate synthase, mitochondrial",-0.39,"Up in X3H",5.034,-11.3125025260281,3.56671776194778e-07,18.59,25,9.25625833221272e-06,6.15365019770344e-06,9.73560112829177e-05
"CCT5","T-complex protein 1 subunit epsilon",-0.35,"Non-significant",5.03,-11.2922337783858,3.62917116159002e-07,21.08,25,9.3364372883166e-06,8.93283856707978e-06,0.00012320654032963
"STIP1","Stress-induced-phosphoprotein 1",-0.36,"Non-significant",5.03,-11.2969149842232,3.61464207792646e-07,22.08,24,9.3364372883166e-06,8.04233480230942e-06,0.00011634839859478
"ILF2","Interleukin enhancer-binding factor 2",-0.32,"Non-significant",5.023,-11.2644097408105,3.71685201864203e-07,22.46,18,9.48250127559744e-06,9.01478007983064e-06,0.000124047566819437
"SPPL2A","Signal peptide peptidase-like 2A",-1.37,"Up in X3H",5.023,-11.2640503661121,3.71799948612237e-07,17.83,2,9.48250127559744e-06,1.00596866882993e-07,8.15832799854409e-06
"DPYSL2","Dihydropyrimidinase-related protein 2",0.3,"Non-significant",5.005,11.2103487013078,3.89388174318495e-07,21.93,29,9.88845419503233e-06,1.52979056239116e-05,0.000176104489448803
"UGT2A3","UDP-glucuronosyltransferase 2A3",0.51,"Up in X5H",5.001,11.1955594716929,3.94389580061978e-07,20.04,10,9.97266301378941e-06,1.71828685310926e-06,4.23629304576979e-05
"LGALS3BP","Galectin-3-binding protein",-0.36,"Non-significant",4.971,-11.0882691853386,4.32837478505502e-07,22.05,24,1.06865968131746e-05,8.71277005046748e-06,0.00012130225973792
"MEP1A","Meprin A subunit alpha",0.53,"Up in X5H",4.971,11.0907062785689,4.31920156187585e-07,18.85,14,1.06865968131746e-05,2.82530158876976e-06,6.03743234180021e-05
"PDCD11","Protein RRP5 homolog",-0.45,"Up in X3H",4.971,-11.0875054090347,4.33125400439119e-07,18.96,56,1.06865968131746e-05,6.07022344429369e-06,9.7036501100925e-05
"PSMD2","26S proteasome non-ATPase regulatory subunit 2",-0.22,"Non-significant",4.971,-11.0866183183525,4.33460070164258e-07,21.39,38,1.06865968131746e-05,6.62190567656557e-05,0.000491000199100733
"SHMT1","Serine hydroxymethyltransferase, cytosolic",-0.45,"Up in X3H",4.971,-11.109725324242,4.24833678153218e-07,18.6,14,1.06865968131746e-05,3.35290885107349e-06,6.77104493918152e-05
"TPR","Nucleoprotein TPR",-0.2,"Non-significant",4.971,-11.0957723290522,4.30020059990871e-07,19.83,69,1.06865968131746e-05,0.000124645877979896,0.000773091886799835
"RRP1B","Ribosomal RNA processing protein 1 homolog B",-0.75,"Up in X3H",4.967,-11.0698100861379,4.39854758481865e-07,18.9,20,1.07992556262954e-05,2.4783520438008e-06,5.57510044212334e-05
"RRP15","RRP15-like protein",-0.8,"Up in X3H",4.959,-11.04444408472,4.49700547783037e-07,17.56,4,1.09953642199679e-05,1.54968430355601e-07,1.07739200293822e-05
"EIF2A","Eukaryotic translation initiation factor 2A",-0.36,"Non-significant",4.958,-11.0373496740996,4.52496991412431e-07,18.29,17,1.10182086345159e-05,6.74639048231961e-06,0.000103415524569651
"DCTPP1","dCTP pyrophosphatase 1",-0.76,"Up in X3H",4.954,-11.01824455598,4.6012234866993e-07,19.27,7,1.11270237124562e-05,1.17467150839882e-06,3.44874248837428e-05
"GALM","Galactose mutarotase",0.47,"Up in X5H",4.954,11.01674474945,4.60726856439375e-07,21.19,17,1.11270237124562e-05,4.05868893662951e-06,7.55196932013737e-05
"SDC1","Syndecan-1",-0.56,"Up in X3H",4.949,-11.0003353307508,4.67397569487902e-07,20.37,7,1.12422415392679e-05,8.36327130349911e-07,2.7798400329395e-05
"HACL1","2-hydroxyacyl-CoA lyase 1",-0.64,"Up in X3H",4.946,-10.9885134045845,4.72268531904712e-07,18.54,6,1.13134125638874e-05,6.10619117375495e-07,2.31604699840436e-05
"RPL12","60S ribosomal protein L12",-0.4,"Up in X3H",4.946,-10.9837982035645,4.74226719172122e-07,22.1,11,1.13145141021833e-05,2.82278475389163e-06,6.03743234180021e-05
"NOP53","Ribosome biogenesis protein NOP53",-0.98,"Up in X3H",4.945,-10.9753752989865,4.77746721634784e-07,16.13,5,1.13527202888073e-05,8.35445395229429e-07,2.7798400329395e-05
"LGALS1","Galectin-1",-0.43,"Up in X3H",4.943,-10.9649119151221,4.82159126113841e-07,20.92,10,1.14117421968624e-05,2.16273361215333e-06,5.01839011102401e-05
"C11orf54","Ester hydrolase C11orf54",0.63,"Up in X5H",4.923,10.8952045926021,5.12711475665787e-07,18.89,8,1.19480122907106e-05,1.4683028479709e-06,3.89594078540081e-05
"KPNB1","Importin subunit beta-1",-0.32,"Non-significant",4.923,-10.8948013679858,5.12894223735082e-07,21.76,22,1.19480122907106e-05,1.29483768358415e-05,0.000156999069134579
